2025-06-05T15:03:59.904973,ADJACENT_CHANNEL_INTERFERENCE,0,0,7410
2025-06-05T15:10:05.220742,ADJACENT_CHANNEL_INTERFERENCE,0,0,7407
2025-06-05T15:35:03.468866,ADJACENT_CHANNEL_INTERFERENCE,0,0,7328
2025-06-05T15:40:02.975304,ADJACENT_CHANNEL_INTERFERENCE,0,0,7294
2025-06-05T15:45:03.383845,ADJACENT_CHANNEL_INTERFERENCE,0,0,7271
2025-06-05T15:50:03.802824,ADJACENT_CHANNEL_INTERFERENCE,0,0,7248
2025-06-05T15:55:03.657439,ADJACENT_CHANNEL_INTERFERENCE,0,0,7215
2025-06-05T16:00:03.424201,ADJACENT_CHANNEL_INTERFERENCE,0,0,7193
2025-06-05T16:05:03.231203,ADJACENT_CHANNEL_INTERFERENCE,0,0,7165
2025-06-05T16:10:03.102858,ADJACENT_CHANNEL_INTERFERENCE,0,0,7137
2025-06-05T16:15:03.225419,ADJACENT_CHANNEL_INTERFERENCE,0,0,7120
2025-06-05T16:25:04.249300,ADJACENT_CHANNEL_INTERFERENCE,0,0,7067
2025-06-05T16:30:03.973109,ADJACENT_CHANNEL_INTERFERENCE,0,0,7039
2025-06-05T16:35:03.101559,ADJACENT_CHANNEL_INTERFERENCE,0,0,7011
2025-06-05T16:40:03.159528,ADJACENT_CHANNEL_INTERFERENCE,0,0,6984
2025-06-05T16:45:03.417788,ADJACENT_CHANNEL_INTERFERENCE,0,0,6969
2025-06-05T16:50:03.705948,ADJACENT_CHANNEL_INTERFERENCE,0,0,6953
2025-06-05T16:55:03.868684,ADJACENT_CHANNEL_INTERFERENCE,0,0,6955
2025-06-05T17:00:02.928110,ADJACENT_CHANNEL_INTERFERENCE,0,0,6957
2025-06-05T17:05:03.453087,ADJACENT_CHANNEL_INTERFERENCE,0,0,6959
2025-06-05T17:10:04.012181,ADJACENT_CHANNEL_INTERFERENCE,0,0,6957
2025-06-05T17:15:03.679155,ADJACENT_CHANNEL_INTERFERENCE,0,0,6965
